Prices,calories,protein,carbs,fat,nutrition_score
189.0,110,3,14,2,6.800000000000001
109.0,126,3,29,2,9.8
109.0,175,0,6,3,-1.7999999999999998
129.0,108,0,23,2,2.6000000000000005
129.0,199,3,8,4,3.6
89.0,156,0,11,4,-1.7999999999999998
89.0,180,2,26,3,6.2
169.0,154,2,25,3,6.0
159.0,117,1,27,0,7.4
159.0,124,3,9,0,7.8
159.0,169,2,22,0,8.4
269.0,140,0,27,4,1.4000000000000004
369.0,172,4,18,2,9.6
369.0,167,0,19,1,2.8000000000000003
369.0,137,1,18,3,2.6
529.66,182,0,21,2,2.2
529.66,83,3,7,2,5.4
265.0,489,5,55,27,-6.0
199.0,457,7,54,29,-4.199999999999999
355.0,467,4,61,22,-1.799999999999999
259.0,489,5,60,17,5.0
199.0,465,3,51,26,-9.8
235.0,454,5,45,24,-5.0
255.0,394,3,40,24,-10.0
265.0,364,4,62,24,-3.5999999999999996
159.0,384,7,60,19,7.0
255.0,408,7,62,17,9.4
139.0,457,5,44,16,2.8000000000000007
169.0,478,7,65,21,6.0
245.0,432,6,49,26,-4.199999999999999
235.0,424,5,41,23,-4.799999999999999
239.0,426,5,69,20,3.8000000000000007
265.0,354,3,47,26,-10.6
249.0,487,3,63,22,-3.3999999999999986
245.0,483,4,50,17,1.0
195.0,381,6,58,24,-0.3999999999999986
235.0,484,7,63,21,5.600000000000001
225.0,440,5,56,26,-4.799999999999999
279.0,407,3,60,29,-11.0
265.0,424,3,49,20,-4.199999999999999
209.0,386,6,48,22,-0.3999999999999986
205.0,435,5,49,28,-8.2
195.0,491,7,65,29,-2.0
129.0,462,7,60,28,-2.0
119.0,388,7,52,20,4.4
335.0,451,4,43,24,-7.4
325.0,357,5,48,26,-6.399999999999999
315.0,382,6,63,15,9.6
315.0,445,5,52,25,-4.6
305.0,418,4,45,29,-12.0
295.0,353,3,59,16,1.8000000000000007
285.0,383,5,42,24,-5.6
285.0,454,3,64,23,-4.199999999999999
99.0,416,6,48,23,-1.3999999999999986
119.0,414,4,53,27,-8.399999999999999
129.0,426,7,40,19,3.0
139.0,361,3,59,22,-4.199999999999999
159.0,384,3,43,29,-14.4
169.0,438,5,59,24,-2.1999999999999993
249.0,372,6,41,20,0.200000000000001
239.0,357,5,59,24,-2.1999999999999993
209.0,411,4,44,18,-1.1999999999999993
199.0,494,6,48,29,-7.399999999999999
199.0,499,7,53,15,9.6
269.0,434,5,54,19,1.8000000000000007
279.0,389,5,49,20,-0.1999999999999993
259.0,378,6,66,22,3.200000000000001
325.0,486,4,49,29,-11.2
315.0,375,4,44,21,-4.199999999999999
305.0,489,7,66,25,2.200000000000001
305.0,436,7,55,18,7.0
275.0,364,5,55,15,6.0
255.0,462,6,56,24,-0.7999999999999989
205.0,499,3,62,17,1.4000000000000004
415.0,355,6,47,25,-3.5999999999999996
415.0,462,7,42,25,-2.5999999999999996
355.0,386,7,58,18,7.600000000000001
325.0,453,6,67,25,0.4000000000000003
375.0,464,7,41,21,1.200000000000001
325.0,490,3,41,17,-2.799999999999999
315.0,454,4,55,22,-3.0
315.0,466,6,53,24,-1.3999999999999986
325.0,381,3,42,16,-1.5999999999999996
315.0,404,5,45,19,0.0
305.0,456,4,57,15,4.4
285.0,421,3,60,21,-3.0
335.0,479,6,51,25,-2.799999999999999
245.0,397,4,66,26,-4.799999999999999
265.0,385,4,56,17,2.200000000000001
265.0,436,3,46,25,-9.8
245.0,478,7,62,20,6.4
205.0,386,6,41,29,-8.799999999999999
225.0,352,5,60,28,-6.0
265.0,394,4,53,29,-10.4
225.0,393,4,57,15,4.4
275.0,468,7,67,26,1.4000000000000004
255.0,490,3,46,21,-5.799999999999999
215.0,362,5,43,21,-2.4000000000000004
235.0,412,4,57,20,-0.5999999999999996
235.0,426,5,50,22,-2.0
265.0,413,7,53,24,0.6000000000000014
235.0,420,3,60,23,-5.0
245.0,394,7,60,24,2.0
195.0,434,5,54,28,-7.199999999999999
295.0,478,3,42,19,-4.6
265.0,356,3,63,28,-9.4
255.0,432,4,41,29,-12.8
235.0,481,6,56,28,-4.799999999999999
220.0,454,5,56,16,5.200000000000001
265.0,393,6,51,20,2.200000000000001
245.0,466,6,68,24,1.6000000000000014
245.0,350,4,46,25,-7.799999999999999
235.0,478,3,65,26,-7.0
195.0,354,6,48,16,5.600000000000001
295.0,461,5,61,15,7.200000000000001
255.0,386,6,64,24,0.8000000000000007
265.0,392,5,51,24,-3.799999999999999
275.0,457,5,69,20,3.8000000000000007
235.0,402,7,50,17,7.0
220.0,424,6,58,18,5.600000000000001
205.0,366,5,51,26,-5.799999999999999
195.0,492,4,63,18,2.6000000000000014
175.0,379,4,62,26,-5.6
195.0,381,4,52,20,-1.5999999999999996
155.0,492,6,54,29,-6.199999999999999
315.0,435,5,40,16,2.0
295.0,455,3,45,24,-9.0
285.0,465,7,66,21,6.200000000000001
275.0,450,3,67,29,-9.6
295.0,456,6,68,28,-2.3999999999999986
295.0,440,6,63,17,7.600000000000001
285.0,425,4,52,15,3.4000000000000004
265.0,459,5,45,16,3.0
255.0,444,5,69,17,6.800000000000001
235.0,428,6,44,29,-8.2
225.0,377,3,55,25,-8.0
225.0,377,6,58,24,-0.3999999999999986
245.0,417,3,69,15,4.800000000000001
375.0,434,4,63,25,-4.399999999999999
365.0,415,4,57,28,-8.6
345.0,459,6,54,24,-1.1999999999999993
355.0,422,6,53,15,7.600000000000001
325.0,482,6,42,24,-3.5999999999999996
475.0,381,7,53,20,4.600000000000001
485.0,421,6,63,20,4.600000000000001
445.0,370,5,57,25,-3.5999999999999996
425.0,455,3,55,29,-12.0
475.0,467,3,68,25,-5.399999999999999
425.0,371,3,45,29,-14.0
425.0,404,7,67,28,-0.5999999999999996
405.0,490,3,57,27,-9.6
435.0,378,3,58,26,-8.399999999999999
495.0,396,3,65,16,3.0
395.0,443,3,69,21,-1.1999999999999993
385.0,418,4,47,24,-6.6
395.0,373,3,60,18,0.0
495.0,442,7,44,16,6.800000000000001
529.66,374,7,57,16,9.4
529.66,466,5,59,17,4.800000000000001
195.0,447,3,44,24,-9.2
110.0,438,4,55,21,-2.0
110.0,393,5,51,27,-6.799999999999999
129.0,375,4,64,18,2.8000000000000007
149.0,496,5,50,18,2.0
149.0,373,7,63,26,0.6000000000000014
189.0,458,4,43,17,-0.4000000000000003
189.0,491,4,56,18,1.200000000000001
165.0,429,5,52,22,-1.5999999999999996
110.0,409,7,41,21,1.200000000000001
110.0,481,7,60,26,0.0
110.0,498,3,61,23,-4.799999999999999
166.66,434,6,57,25,-1.5999999999999996
94.29,481,4,58,28,-8.399999999999999
95.24,388,3,49,29,-13.2
57.15,410,5,56,19,2.200000000000001
57.15,404,6,56,28,-4.799999999999999
145.0,765,29,71,33,39.2
139.0,770,25,88,20,47.6
195.0,736,17,77,23,26.4
275.0,518,27,81,37,33.2
529.66,712,16,52,20,22.4
225.0,591,24,73,24,38.6
345.0,455,34,55,37,42.0
275.0,757,21,60,37,17.0
115.0,525,19,74,31,21.8
169.0,532,26,86,22,47.2
139.0,548,24,43,29,27.6
105.0,595,18,62,29,19.4
345.0,631,31,66,38,37.2
135.0,702,22,85,21,40.0
145.0,676,17,76,23,26.200000000000003
145.0,573,23,66,36,23.200000000000003
255.0,492,19,69,31,20.8
85.0,486,27,50,25,39.0
140.0,681,29,53,26,42.6
190.0,769,34,64,22,58.8
225.0,535,16,74,20,26.8
179.0,747,23,46,28,27.200000000000003
195.0,656,20,52,31,19.4
195.0,489,33,49,32,43.8
195.0,731,24,60,24,36.0
190.0,653,33,48,23,52.6
145.0,529,15,58,38,3.6000000000000014
139.0,694,28,62,35,33.4
169.0,603,27,46,38,25.200000000000003
135.0,500,34,50,30,48.0
140.0,573,17,47,24,19.4
165.0,656,32,54,34,40.8
165.0,683,19,70,30,22.0
155.0,798,34,46,22,55.2
165.0,465,20,46,30,19.200000000000003
190.0,731,15,72,20,24.4
190.0,650,24,61,30,30.200000000000003
190.0,710,17,82,27,23.4
190.0,650,22,87,38,23.4
255.0,551,31,78,24,53.6
255.0,514,31,56,35,38.2
255.0,713,23,84,21,41.8
255.0,580,31,66,39,36.2
255.0,537,27,74,39,29.8
255.0,638,23,47,21,34.4
285.0,544,22,45,20,33.0
285.0,644,27,44,29,33.8
285.0,730,25,72,21,43.4
285.0,665,15,52,26,14.4
285.0,457,17,55,36,9.0
285.0,503,34,64,25,55.8
285.0,450,22,72,26,32.4
285.0,508,33,65,34,45.0
285.0,621,27,43,26,36.6
285.0,533,21,57,31,22.4
275.0,582,30,87,35,42.400000000000006
165.0,563,23,82,25,37.400000000000006
190.0,780,17,59,25,20.8
190.0,612,20,64,35,17.8
190.0,728,32,42,30,42.4
190.0,466,21,64,20,34.8
255.0,563,18,65,31,18.0
255.0,455,23,64,32,26.8
255.0,792,29,76,33,40.2
255.0,581,25,83,25,41.6
285.0,560,22,81,29,31.2
285.0,594,27,42,20,42.4
285.0,636,32,58,23,52.6
285.0,792,19,84,35,19.8
285.0,453,28,49,31,34.8
285.0,590,21,57,23,30.4
325.0,549,18,78,26,25.6
325.0,522,18,76,36,15.2
325.0,459,23,64,29,29.8
325.0,570,34,52,31,47.4
325.0,589,30,70,27,47.0
325.0,761,15,87,28,19.4
325.0,613,30,56,23,48.2
325.0,786,32,71,27,51.2
295.0,653,26,40,39,21.0
259.0,624,21,74,36,20.8
299.0,760,19,59,24,25.8
145.0,732,20,67,32,21.4
190.0,769,23,45,39,16.0
190.0,764,23,83,29,33.6
165.0,514,26,81,28,40.2
190.0,576,25,88,22,45.6
195.0,525,21,71,25,31.200000000000003
195.0,790,18,87,30,23.4
195.0,705,34,40,33,43.0
195.0,561,19,57,24,25.4
275.0,608,26,83,35,33.6
275.0,775,21,82,22,36.400000000000006
275.0,510,28,44,27,37.8
275.0,571,24,63,26,34.6
275.0,637,30,73,39,35.6
275.0,792,17,43,38,4.6
295.0,452,23,60,22,36.0
295.0,451,20,56,28,23.200000000000003
295.0,736,27,68,27,40.6
295.0,711,17,89,28,23.8
295.0,694,33,78,28,53.6
295.0,795,30,47,26,43.4
295.0,554,27,64,26,40.8
295.0,500,17,74,38,10.8
295.0,535,30,66,28,45.2
295.0,538,24,76,33,30.200000000000003
295.0,790,16,63,21,23.6
190.0,500,17,49,22,21.8
195.0,615,30,74,33,41.8
195.0,671,33,52,24,52.4
195.0,486,30,57,36,35.4
195.0,544,25,71,26,38.2
275.0,770,27,71,39,29.200000000000003
275.0,607,28,88,26,47.6
275.0,487,33,87,24,59.400000000000006
275.0,488,18,72,25,25.4
295.0,693,32,82,30,50.400000000000006
295.0,683,25,62,20,42.4
295.0,769,28,55,25,42.0
295.0,789,21,77,34,23.4
295.0,451,27,87,20,51.400000000000006
295.0,531,25,78,23,42.6
345.0,537,16,75,24,23.0
345.0,726,32,86,21,60.2
345.0,765,27,81,22,48.2
345.0,642,23,70,32,28.0
345.0,673,20,64,38,14.8
345.0,744,15,49,30,9.8
345.0,686,19,70,35,17.0
345.0,579,18,88,20,33.6
325.0,581,26,71,30,36.2
409.0,681,17,75,39,10.0
529.66,585,28,66,30,39.2
529.66,590,29,81,38,36.2
85.0,613,17,58,21,24.6
105.0,556,32,71,27,51.2
115.0,500,33,52,28,48.4
115.0,627,15,85,35,12.0
129.0,646,22,60,31,25.0
129.0,616,33,68,24,55.6
135.0,641,15,70,30,14.0
135.0,640,16,52,23,19.4
135.0,534,29,65,24,47.0
139.0,619,20,81,31,25.2
145.0,759,34,78,32,51.6
145.0,536,25,55,37,24.0
145.0,775,23,60,39,19.0
145.0,581,31,79,36,41.8
149.0,654,20,43,38,10.6
129.0,621,23,66,30,29.200000000000003
129.0,606,22,85,25,36.0
129.0,576,34,80,34,50.0
145.0,553,21,78,20,37.6
139.0,599,19,57,22,27.4
159.0,585,33,78,30,51.6
139.0,600,17,80,30,20.0
159.0,577,34,42,22,54.4
139.0,755,20,47,38,11.4
189.0,528,18,81,29,23.2
185.0,464,19,76,25,28.200000000000003
175.0,458,30,47,33,36.4
225.0,665,16,64,28,16.8
195.0,502,25,57,23,38.4
225.0,779,27,58,24,41.6
195.0,558,30,79,23,52.8
225.0,597,24,85,25,40.0
195.0,758,21,85,30,29.0
145.0,773,25,62,38,24.4
145.0,721,26,89,29,40.8
145.0,661,17,74,33,15.8
169.0,789,17,86,31,20.2
169.0,483,34,74,22,60.8
169.0,785,26,63,39,25.6
149.0,608,19,66,36,15.2
149.0,496,20,48,38,11.6
149.0,745,32,54,31,43.8
169.0,751,22,88,23,38.6
169.0,622,22,70,29,29.0
179.0,722,20,47,25,24.4
179.0,519,20,81,30,26.2
299.0,718,18,51,37,9.2
299.0,520,34,73,31,51.6
299.0,525,25,70,37,27.0
249.0,634,15,64,24,18.8
249.0,680,23,52,31,25.4
249.0,596,21,47,23,28.4
249.0,517,26,58,26,37.6
249.0,663,27,40,32,30.0
249.0,554,16,43,22,18.6
229.0,506,31,48,22,49.6
229.0,546,31,86,31,48.2
229.0,495,30,86,32,45.2
135.0,484,34,67,28,53.4
145.0,733,18,56,31,16.200000000000003
55.0,766,18,43,35,9.6
55.0,686,15,64,30,12.8
55.0,641,27,81,21,49.2
269.0,657,31,44,39,31.8
259.0,642,33,83,20,62.6
369.0,703,32,86,24,57.2
119.0,562,27,72,38,30.4
169.0,751,20,60,28,24.0
349.0,751,33,40,34,40.0
169.0,698,28,89,30,43.8
109.0,625,20,42,32,16.4
89.0,568,23,66,25,34.2
259.0,540,24,85,25,40.0
269.0,535,34,61,28,52.2
369.0,562,21,43,22,28.6
139.0,700,31,52,39,33.4
129.0,542,25,55,20,41.0
159.0,598,16,74,31,15.8
69.0,478,30,66,24,49.2
109.0,799,30,85,38,39.0
109.0,588,25,76,26,39.2
269.0,754,28,54,35,31.8
109.0,580,21,41,26,24.200000000000003
109.0,668,21,50,23,29.0
179.0,481,29,87,31,44.400000000000006
159.0,796,30,86,27,50.2
369.0,749,15,67,28,15.4
319.0,597,28,71,37,33.2
219.0,565,20,69,39,14.8
109.0,673,34,51,33,45.2
499.0,521,26,45,23,38.0
219.0,605,24,68,36,25.6
55.0,567,30,63,39,33.6
189.0,539,16,66,30,15.2
89.0,567,21,82,37,21.4
319.0,585,23,47,28,27.4
59.0,691,30,65,28,45.0
449.0,599,17,87,25,26.4
169.0,735,19,81,32,22.2
179.0,609,18,55,30,17.0
179.0,784,18,61,34,14.2
249.0,680,17,59,23,22.8
249.0,596,22,44,24,28.8
189.0,517,20,83,22,34.6
219.0,520,26,43,29,31.6
259.0,560,31,59,26,47.8
309.0,520,27,80,23,47.0
399.0,612,27,88,35,36.6
399.0,766,16,89,33,16.8
399.0,720,18,89,30,23.8
299.0,697,27,78,31,38.6
299.0,540,24,76,36,27.200000000000003
299.0,741,26,83,23,45.6
359.0,507,29,53,36,32.6
359.0,457,15,55,24,17.0
359.0,705,33,71,32,48.2
529.66,464,32,72,30,48.4
449.0,549,32,48,34,39.6
499.0,496,19,84,33,21.8
529.66,473,29,63,39,31.6
529.66,635,19,47,27,20.4
529.66,753,16,57,39,4.4
529.66,586,32,87,27,54.400000000000006
529.66,460,28,71,38,32.2
529.66,569,21,68,29,26.6
529.66,514,18,78,29,22.6
529.66,768,25,84,32,34.8
109.0,668,20,45,27,22.0
179.0,562,33,61,28,50.2
179.0,753,33,41,32,42.2
349.0,584,24,54,27,31.8
269.0,528,17,71,34,14.2
319.0,480,27,80,35,35.0
319.0,718,19,52,22,26.4
189.0,723,21,42,28,22.4
219.0,569,26,85,34,35.0
219.0,677,21,55,24,29.0
269.0,541,32,86,25,56.2
269.0,676,31,46,39,32.2
319.0,668,15,73,28,16.6
269.0,597,32,74,29,49.8
219.0,567,20,73,25,29.6
219.0,609,23,60,39,19.0
219.0,494,20,63,39,13.6
189.0,487,23,46,38,17.200000000000003
189.0,668,28,84,24,48.8
299.0,513,25,55,25,36.0
299.0,630,22,67,22,35.4
299.0,537,21,62,31,23.4
249.0,622,31,64,32,42.8
249.0,541,25,54,20,40.8
259.0,705,16,71,32,14.2
369.0,601,29,60,31,39.0
259.0,615,20,53,35,15.6
399.0,798,27,53,27,37.6
399.0,523,26,58,20,43.6
309.0,777,26,74,33,33.8
399.0,599,34,66,30,51.2
209.0,639,21,51,27,25.200000000000003
319.0,674,25,76,20,45.2
319.0,508,21,56,21,32.2
369.0,561,17,69,29,18.8
369.0,781,33,70,21,59.0
369.0,627,19,43,20,26.6
259.0,528,24,65,34,27.0
289.0,735,26,47,33,28.4
359.0,456,31,51,32,40.2
359.0,765,30,60,26,46.0
359.0,472,28,75,25,46.0
57.14,645,16,43,35,5.6
57.14,783,32,69,23,54.8
57.14,471,17,48,38,5.600000000000001
57.14,461,31,88,23,56.6
66.67,482,16,62,36,8.4
66.67,540,30,67,24,49.4
66.67,719,29,67,24,47.4
57.14,606,18,65,30,19.0
55.0,697,21,58,35,18.6
55.0,577,31,64,20,54.8
179.0,786,17,61,27,19.200000000000003
155.0,735,30,43,22,46.6
189.0,768,21,52,30,22.4
155.0,740,15,52,21,19.4
135.0,650,27,59,25,40.8
155.0,587,24,59,23,36.8
169.0,595,16,79,20,27.8
149.0,490,15,61,38,4.200000000000001
55.0,610,32,78,32,47.6
55.0,532,28,44,26,38.8
149.0,714,18,56,33,14.2
109.0,672,28,44,23,41.8
159.0,579,22,50,20,34.0
169.0,535,34,72,32,50.4
169.0,461,16,58,32,11.6
145.0,703,33,85,21,62.0
179.0,684,31,47,23,48.4
55.0,467,18,50,30,16.0
55.0,494,18,57,21,26.4
55.0,619,22,44,34,18.8
55.0,686,21,43,27,23.6
55.0,584,34,48,26,51.6
79.0,767,21,58,30,23.6
125.0,753,31,87,25,54.400000000000006
155.0,556,25,44,37,21.8
139.0,583,16,82,35,13.400000000000002
129.0,473,25,46,32,27.200000000000003
169.0,485,17,81,39,11.2
159.0,508,34,62,22,58.4
109.0,715,17,88,26,25.6
89.0,509,34,41,27,49.2
119.0,637,31,72,26,50.4
109.0,754,20,43,35,13.6
109.0,533,33,45,35,40.0
59.0,620,32,43,37,35.6
55.0,757,32,79,24,55.8
89.0,682,26,46,22,39.2
69.0,696,20,87,25,32.400000000000006
149.0,546,19,81,28,26.2
149.0,553,15,62,30,12.4
529.66,481,25,65,30,33.0
529.66,626,32,78,31,48.6
529.66,702,20,76,24,31.200000000000003
339.0,566,19,50,38,10.0
529.66,627,34,66,30,51.2
529.66,465,15,49,30,9.8
529.66,581,30,86,37,40.2
449.0,663,29,64,36,34.8
529.66,469,16,60,21,23.0
529.66,673,27,51,33,31.200000000000003
529.66,719,18,51,28,18.200000000000003
529.66,587,34,88,29,56.6
149.0,687,34,64,37,43.8
139.0,630,21,56,31,22.200000000000003
109.0,495,17,41,21,21.200000000000003
103.81,492,15,62,30,12.4
155.0,564,27,55,37,28.0
299.0,757,31,75,30,47.0
299.0,517,30,57,32,39.4
299.0,749,27,58,39,26.6
359.0,701,16,68,21,24.6
359.0,718,16,47,29,12.4
359.0,678,20,49,28,21.8
529.66,535,22,67,29,28.4
529.66,753,32,68,20,57.6
529.66,782,21,70,32,24.0
339.0,468,23,50,27,29.0
529.66,633,21,71,32,24.200000000000003
529.66,715,30,81,33,43.2
529.66,520,34,54,31,47.8
529.66,700,21,73,28,28.6
529.66,779,18,44,27,17.8
529.66,547,18,80,30,22.0
529.66,678,31,77,25,52.4
449.0,776,34,57,33,46.4
212.33,121,4,14,2,8.8
228.57,76,1,22,0,6.4
212.33,57,3,8,2,5.6
228.57,123,1,23,1,5.6000000000000005
212.33,57,0,9,4,-2.2
248.0,196,3,27,2,9.4
248.0,97,0,14,2,0.8000000000000003
228.57,111,4,26,0,13.2
248.0,105,3,14,1,7.800000000000001
212.33,144,2,27,4,5.4
228.57,165,1,25,1,6.0
300.0,136,0,22,0,4.4
76.19,173,4,27,0,13.4
200.0,152,4,10,0,10.0
228.57,71,4,12,0,10.4
300.0,63,3,12,3,5.4
300.0,95,4,20,3,9.0
300.0,99,4,14,0,10.8
99.04,162,2,19,0,7.800000000000001
319.05,66,1,15,4,1.0
319.05,134,4,24,1,11.8
76.19,53,0,14,1,1.8000000000000005
300.0,53,1,12,3,1.4000000000000004
190.48,184,3,20,3,7.0
271.43,98,2,24,2,6.800000000000001
271.43,96,2,6,3,2.2
212.38,130,2,13,0,6.6
57.14,80,3,27,1,10.4
319.05,59,1,17,4,1.4000000000000004
319.05,108,1,11,2,2.2
260.95,144,0,24,4,0.8000000000000007
260.95,73,1,16,0,5.2
270.48,175,4,23,4,8.600000000000001
289.52,61,2,21,1,7.2
260.95,161,4,23,0,12.6
299.05,80,3,22,1,9.4
289.52,192,4,23,0,12.6
318.09,53,1,18,3,2.6
318.09,191,3,14,1,7.800000000000001
327.62,67,3,9,0,7.8
346.66,156,1,10,2,2.0
318.09,152,1,26,1,6.2
356.19,119,3,10,4,4.0
346.66,182,4,19,4,7.800000000000001
394.29,171,4,11,4,6.2
394.29,122,1,18,4,1.6
403.82,169,3,26,2,9.2
422.86,101,3,16,1,8.2
394.29,98,2,22,1,7.4
432.39,51,0,20,1,3.0
422.86,194,1,27,1,6.4
283.76,137,0,24,2,2.8000000000000007
283.76,157,1,28,4,3.6000000000000005
283.76,69,1,7,4,-0.5999999999999999
300.0,88,4,14,3,7.800000000000001
319.43,178,3,5,2,5.0
300.0,182,1,23,2,4.6000000000000005
300.0,169,1,29,0,7.800000000000001
300.0,185,2,27,0,9.4
300.0,129,4,5,1,8.0
319.43,114,2,16,1,6.2
190.48,116,2,6,3,2.2
200.0,116,3,18,1,8.6
212.33,177,2,14,1,5.800000000000001
212.33,109,0,11,3,-0.7999999999999998
212.33,65,3,5,0,7.0
212.33,167,2,5,3,2.0
212.33,116,2,26,1,8.2
212.38,70,3,19,4,5.800000000000001
212.38,199,1,5,1,2.0
228.57,104,4,18,3,8.6
228.57,102,2,8,3,2.6
248.0,61,2,26,4,5.2
248.0,110,2,8,1,4.6
228.57,105,1,21,3,3.2
228.57,157,3,28,3,8.600000000000001
248.0,92,0,18,4,-0.3999999999999999
228.57,53,3,27,0,11.4
300.0,148,1,14,0,4.800000000000001
300.0,75,3,7,0,7.4
300.0,167,4,24,1,11.8
300.0,192,3,13,3,5.6
300.0,74,1,9,1,2.8
300.0,76,1,24,0,6.800000000000001
300.0,143,4,16,2,9.2
300.0,122,2,27,1,8.4
319.05,116,1,11,2,2.2
319.05,143,1,23,3,3.6000000000000005
319.05,84,1,12,0,4.4
319.05,104,3,14,0,8.8
319.05,154,3,13,4,4.6
319.05,80,2,29,2,7.800000000000001
319.05,192,4,10,0,10.0
319.05,173,4,23,2,10.6
271.43,87,3,28,2,9.6
271.43,180,4,27,2,11.4
271.43,138,3,18,1,8.6
271.43,196,4,27,1,12.4
271.43,107,0,13,4,-1.4
271.43,131,4,6,3,6.2
271.43,175,0,6,0,1.2000000000000002
271.43,193,3,21,3,7.2
300.0,139,0,23,1,3.6000000000000005
300.0,187,2,16,4,3.2
300.0,113,0,22,4,0.4000000000000003
300.0,51,2,13,0,6.6
300.0,138,3,7,4,3.4000000000000004
300.0,66,4,14,4,6.800000000000001
300.0,133,3,12,3,5.4
300.0,84,3,22,2,8.4
123.81,184,4,18,0,11.6
99.04,83,3,13,2,6.6
55.0,160,2,18,0,7.6
55.0,161,3,22,3,7.4
55.0,181,1,15,4,1.0
57.14,85,4,23,0,12.6
57.14,183,0,22,3,1.4000000000000004
57.14,187,0,8,2,-0.3999999999999999
57.14,161,2,14,2,4.800000000000001
57.14,160,2,22,4,4.4
57.14,142,4,29,4,9.8
57.14,140,3,23,2,8.600000000000001
57.14,165,3,28,4,7.6
119.0,61,3,14,3,5.800000000000001
95.24,167,0,20,4,0.0
95.24,120,0,22,3,1.4000000000000004
114.28,169,0,7,3,-1.6
95.24,106,2,12,4,2.4000000000000004
95.24,130,3,13,1,7.6
55.0,56,0,20,0,4.0
76.19,85,1,11,4,0.2000000000000001
76.19,178,0,24,2,2.8000000000000007
76.19,183,2,19,4,3.8
255.0,94,0,23,3,1.6000000000000003
255.0,165,3,21,3,7.2
225.0,117,3,26,3,8.2
255.0,172,0,15,2,1.0
255.0,164,4,18,0,11.6
225.0,189,1,8,3,0.6000000000000001
255.0,66,3,29,2,9.8
255.0,164,4,28,3,10.6
255.0,66,4,5,4,5.0
225.0,167,1,19,1,4.800000000000001
255.0,55,1,26,3,4.2
225.0,103,4,16,3,8.2
255.0,135,1,25,4,3.0
255.0,53,3,9,0,7.8
225.0,176,3,23,3,7.6
225.0,132,1,11,0,4.2
255.0,53,0,17,0,3.4000000000000004
225.0,162,1,12,3,1.4000000000000004
225.0,50,4,29,2,11.8
499.0,370,3,54,17,-0.1999999999999993
529.66,445,3,61,27,-8.799999999999999
429.0,376,3,68,25,-5.399999999999999
419.0,482,5,47,29,-9.6
499.0,452,5,46,23,-3.799999999999999
529.66,412,6,41,15,5.200000000000001
529.66,479,4,49,17,0.8000000000000007
529.66,475,6,41,25,-4.799999999999999
359.0,401,7,49,15,8.8
339.0,392,3,43,23,-8.4
329.0,373,7,58,18,7.600000000000001
309.0,406,7,61,18,8.200000000000001
299.0,496,6,67,24,1.4000000000000004
529.66,394,7,52,17,7.4
529.66,499,4,40,19,-3.0
379.0,433,5,40,27,-9.0
529.66,452,5,49,15,4.800000000000001
529.66,367,4,65,23,-2.0
529.66,486,5,45,27,-8.0
529.66,350,4,41,28,-11.8
529.66,429,5,60,16,6.0
529.66,450,3,53,27,-10.4
529.66,411,6,60,21,3.0
529.66,392,7,52,28,-3.5999999999999996
529.66,452,6,66,19,6.200000000000001
529.66,457,4,44,21,-4.199999999999999
529.66,397,6,62,21,3.4000000000000004
529.66,413,7,62,21,5.4
529.66,359,6,56,27,-3.799999999999999
529.66,389,7,42,19,3.4000000000000004
529.66,491,4,57,20,-0.5999999999999996
529.66,470,4,52,21,-2.5999999999999996
529.66,406,7,65,27,0.0
529.66,410,4,59,25,-5.199999999999999
529.66,374,6,48,25,-3.3999999999999986
529.66,379,6,56,26,-2.799999999999999
529.66,408,4,56,20,-0.7999999999999989
529.66,412,6,60,18,6.0
499.0,357,3,50,22,-6.0
339.0,395,4,52,15,3.4000000000000004
309.0,417,7,59,29,-3.1999999999999993
379.0,404,6,44,15,5.800000000000001
369.0,375,4,50,25,-7.0
299.0,451,3,47,29,-13.6
319.0,358,5,58,18,3.6000000000000014
499.0,457,7,56,20,5.200000000000001
529.66,355,7,50,18,6.0
429.0,369,3,55,16,1.0
419.0,359,3,48,25,-9.4
519.0,473,7,63,23,3.6000000000000014
359.0,445,6,61,20,4.200000000000001
359.0,365,7,41,23,-0.7999999999999989
329.0,399,7,65,21,6.0
359.0,470,5,66,28,-4.799999999999999
299.0,441,3,58,20,-2.3999999999999986
409.0,383,6,64,27,-2.1999999999999993
449.0,488,4,64,28,-7.199999999999999
389.0,392,4,53,28,-9.4
259.0,389,6,40,18,2.0
254.0,470,5,45,19,0.0
259.0,412,5,65,26,-3.0
224.0,433,6,52,29,-6.6
259.0,369,4,62,26,-5.6
254.0,413,3,47,18,-2.5999999999999996
249.0,379,6,54,27,-4.199999999999999
199.0,380,3,63,19,-0.3999999999999986
199.0,373,6,57,18,5.4
259.0,367,5,69,28,-4.199999999999999
199.0,425,6,61,22,2.200000000000001
189.0,352,3,52,15,1.4000000000000004
259.0,389,5,60,26,-4.0
254.0,358,5,51,23,-2.799999999999999
278.81,480,6,57,29,-5.6
269.0,418,5,59,23,-1.1999999999999993
259.0,374,5,44,28,-9.2
249.0,469,7,40,28,-6.0
249.0,353,5,40,25,-7.0
244.0,374,4,56,29,-9.8
83.9,394,6,42,21,-0.5999999999999996
92.37,404,4,46,24,-6.799999999999999
295.76,388,7,60,17,9.0
279.0,410,5,69,23,0.8000000000000007
