course,name,Prices,calories,protein,carbs,fat,nutrition_score,meal_category
Chinese,Honey Chilli Potato,140.0,509,22,54,12,42.8,Affordable_Nutritious
Chinese,Tawa Butter Roti,16.0,510,15,38,17,20.6,Affordable_Nutritious
Chinese,Banjara Paneer Tikka,235.0,516,20,55,16,35.0,Expensive_Nutritious
Chinese,Aloo Paratha Tawa,70.0,644,25,50,24,36.0,Affordable_Nutritious
Chinese,Stuff Naan,90.0,410,23,65,20,39.0,Affordable_Nutritious
Chinese,Tandoori Roti,13.0,559,15,33,15,21.6,Affordable_Nutritious
Chinese,Stuff Paratha,60.0,408,23,50,10,46.0,Affordable_Nutritious
Chinese,Paneer Paratha,75.0,409,19,43,12,34.6,Affordable_Nutritious
Chinese,Aloo Paratha Tandoori,55.0,383,19,54,20,28.8,Affordable_Nutritious
Chinese,Dal Makhani With Roti,191.0,394,23,56,14,43.2,Expensive_Nutritious
Chinese,Dal Tadka With Roti Combo,187.0,441,15,69,12,31.8,Expensive_Nutritious
Chinese,Sev Tamatar With Roti,177.0,686,26,49,18,43.8,Expensive_Nutritious
Chinese,Aaloo Corn Tikki,170.0,523,24,41,20,36.2,Expensive_Nutritious
Chinese,Puri Sabzi,100.0,519,24,48,15,42.6,Affordable_Nutritious
Chinese,Sweet Lassi,35.0,419,21,45,11,40.0,Affordable_Nutritious
Chinese,2 Bati,70.0,528,16,32,16,22.4,Affordable_Nutritious
Chinese,Besan Ka Churma,110.0,623,17,61,22,24.200000000000003,Affordable_Nutritious
Chinese,Daal Baati Churma[Sada Churma + Besan Churma+Daal+Besan Gatta+ Kadi+4 Baati],280.0,546,21,41,16,34.2,Expensive_Nutritious
Chinese,Regular Thali,180.0,554,23,67,23,36.4,Expensive_Nutritious
Chinese,Sada Churma,110.0,385,25,59,24,37.8,Affordable_Nutritious
Chinese,Special Thali,275.0,523,18,41,16,28.200000000000003,Expensive_Nutritious
Chinese,Aloo Jeera,165.0,663,23,36,21,32.2,Expensive_Nutritious
Chinese,Aloo Soyabin,165.0,536,16,58,23,20.6,Expensive_Nutritious
Chinese,Rajma Masala,175.0,356,27,38,19,42.6,Expensive_Nutritious
Chinese,Soyabin Masala,165.0,403,24,33,11,43.6,Expensive_Nutritious
Chinese,Palak Corn,170.0,580,20,58,10,41.6,Expensive_Nutritious
Chinese,Tawa Paneer,169.0,404,15,39,12,25.8,Expensive_Nutritious
Chinese,Veg Kolhapuri,180.0,685,26,33,15,43.6,Expensive_Nutritious
Chinese,Palak Corn Shimla,190.0,430,15,36,20,17.2,Low_Nutrition
Chinese,Malai Paneer,200.0,472,16,55,15,28.0,Expensive_Nutritious
Chinese,Shahi Kofta,200.0,468,24,55,13,46.0,Expensive_Nutritious
Chinese,Methi Mutter Malai,260.0,654,25,54,15,45.8,Expensive_Nutritious
Chinese,Paneer Tikka Masala,260.0,392,24,52,20,38.4,Expensive_Nutritious
Chinese,Paneer Taka-Tak,265.0,397,22,42,18,34.4,Expensive_Nutritious
Chinese,Paneer Pasanda,300.0,474,22,67,17,40.4,Expensive_Nutritious
Chinese,Paneer Mirch Masala,310.0,358,22,52,19,35.4,Expensive_Nutritious
Chinese,Handi Paneer,330.0,585,23,32,10,42.4,Expensive_Nutritious
Chinese,Paneer Kolhapuri,330.0,404,26,62,12,52.4,Expensive_Nutritious
Chinese,Paneer Lababdar,330.0,531,16,54,15,27.8,Expensive_Nutritious
Chinese,Navratan Korma,340.0,681,26,63,14,50.6,Expensive_Nutritious
Chinese,Malai Payaj,170.0,427,22,32,17,33.4,Expensive_Nutritious
Chinese,Aloo Mattar,100.0,491,27,49,15,48.8,Affordable_Nutritious
Chinese,Aloo Palak,109.0,626,29,48,20,47.6,Affordable_Nutritious
Chinese,Dal Fry,119.0,684,17,65,20,27.0,Affordable_Nutritious
Chinese,Aloo Chole,105.0,677,17,39,12,29.8,Affordable_Nutritious
Chinese,Besan Gatta,100.0,460,24,67,22,39.4,Affordable_Nutritious
Chinese,Kadhi Pakoda,119.0,411,22,52,15,39.4,Affordable_Nutritious
Chinese,Palak Matar,100.0,497,15,69,24,19.8,Basic_Meal
Chinese,Palak Tamatar,109.0,413,18,52,17,29.4,Affordable_Nutritious
Chinese,Rajma,100.0,376,26,42,15,45.4,Affordable_Nutritious
Chinese,Aloo Shimla,129.0,433,24,58,20,39.6,Affordable_Nutritious
Chinese,Aloo Pyaz,120.0,426,17,30,19,21.0,Affordable_Nutritious
Chinese,Chana Masala,139.0,433,23,65,22,37.0,Affordable_Nutritious
Chinese,Dal Makhani,149.0,392,25,57,22,39.4,Affordable_Nutritious
Chinese,Dal Tadka,145.0,396,28,30,23,39.0,Affordable_Nutritious
Chinese,Gatta Masala,139.0,615,24,51,21,37.2,Affordable_Nutritious
Chinese,Mattar Kofta,120.0,464,25,57,23,38.4,Affordable_Nutritious
Chinese,Palak Kofta,120.0,513,16,43,16,24.6,Affordable_Nutritious
Chinese,Palak Paneer,129.0,473,21,60,20,34.0,Affordable_Nutritious
Chinese,Sev Tamatar,135.0,576,20,52,22,28.4,Affordable_Nutritious
Chinese,Stuffed Shimla Mirch,139.0,363,16,47,11,30.4,Affordable_Nutritious
Chinese,Tomato Chutney,120.0,573,28,60,20,48.0,Affordable_Nutritious
Chinese,Aloo Paneer,129.0,544,25,58,22,39.6,Affordable_Nutritious
Chinese,Bhindi Masala,139.0,590,20,52,18,32.4,Affordable_Nutritious
Chinese,Chole Paneer,139.0,650,23,50,11,45.0,Affordable_Nutritious
Chinese,Dum Aloo,130.0,664,20,63,14,38.6,Affordable_Nutritious
Chinese,Gobi Masala,130.0,443,20,33,14,32.6,Affordable_Nutritious
Chinese,Khoya Paneer,159.0,676,29,49,16,51.8,Expensive_Nutritious
Chinese,Lasooni Chatni,130.0,387,15,41,24,14.200000000000001,Basic_Meal
Chinese,Malai Kofta,159.0,663,23,46,24,31.200000000000003,Expensive_Nutritious
Chinese,Mattar Masala,130.0,646,18,48,17,28.6,Affordable_Nutritious
Chinese,Mattar Paneer,159.0,355,18,40,10,34.0,Expensive_Nutritious
Chinese,Mixed Veg,159.0,560,29,54,22,46.8,Expensive_Nutritious
Chinese,Paneer Kofta,165.0,386,17,52,22,22.4,Expensive_Nutritious
Chinese,Paneer Masala,159.0,380,19,64,15,35.8,Expensive_Nutritious
Chinese,Paneer Pyaza,159.0,541,20,45,24,25.0,Expensive_Nutritious
Chinese,Stuffed Tomato,120.0,567,27,63,22,44.6,Affordable_Nutritious
Chinese,Shahi Paneer,169.0,649,20,56,12,39.2,Expensive_Nutritious
Chinese,Chilli Paneer,150.0,357,22,45,18,35.0,Expensive_Nutritious
Chinese,Kadai Paneer,169.0,690,25,64,12,50.8,Expensive_Nutritious
Chinese,Paneer Butter Masala,169.0,574,15,39,22,15.8,Low_Nutrition
Chinese,Shahi Korma,159.0,551,18,60,22,26.0,Expensive_Nutritious
Chinese,Kaju Kari,185.0,660,23,36,13,40.2,Expensive_Nutritious
Chinese,Paneer Bhurji,180.0,369,17,34,18,22.8,Expensive_Nutritious
Chinese,Mutter Mashroom,210.0,613,16,51,13,29.200000000000003,Expensive_Nutritious
Chinese,Mushroom Masala,230.0,446,22,51,22,32.2,Expensive_Nutritious
Chinese,Kadai Mushroom,270.0,401,20,58,19,32.6,Expensive_Nutritious
Chinese,Mushroom Paneer,290.0,514,26,47,15,46.4,Expensive_Nutritious
Chinese,Papad Masala,155.0,432,19,44,22,24.8,Expensive_Nutritious
Chinese,Aloo Gobi,105.0,444,28,35,11,52.0,Affordable_Nutritious
Chinese,Bhindi Tamatar,105.0,416,18,52,10,36.4,Affordable_Nutritious
Chinese,Manchurian + Noodles,180.0,370,17,40,19,23.0,Expensive_Nutritious
Chinese,Veg Manchurian + Rice,180.0,370,26,62,17,47.4,Expensive_Nutritious
Chinese,Sesmi Fried Manchurian + Schezwan Rice,200.0,644,19,65,24,27.0,Expensive_Nutritious
Chinese,Tripal Fried Rice Combo,200.0,427,25,46,10,49.2,Expensive_Nutritious
Chinese,Paneer Chilly + Fried Rice,220.0,378,26,69,10,55.8,Expensive_Nutritious
Chinese,Paneer Chilly + Noodles,220.0,480,16,61,13,31.200000000000003,Expensive_Nutritious
Chinese,Tandoori Roti,13.0,447,23,42,17,37.4,Affordable_Nutritious
Chinese,Tandoori Butter Roti,15.0,466,28,45,18,47.0,Affordable_Nutritious
Chinese,Tawa Roti,14.0,397,20,53,13,37.6,Affordable_Nutritious
Chinese,Tawa Butter Roti,16.0,588,28,56,15,52.2,Affordable_Nutritious
Chinese,Missi Roti,49.0,610,17,58,24,21.6,Affordable_Nutritious
Chinese,Jangli Roti,40.0,652,24,50,10,48.0,Affordable_Nutritious
Chinese,Masala Roti,40.0,474,18,43,12,32.6,Affordable_Nutritious
Chinese,Plain Kulcha,40.0,645,26,40,14,46.0,Affordable_Nutritious
Chinese,Butter Kulcha,45.0,662,20,55,13,38.0,Affordable_Nutritious
Chinese,Stuffed Kulcha,60.0,399,21,42,16,34.4,Affordable_Nutritious
Chinese,Garlic Naan,98.0,528,15,47,15,24.4,Affordable_Nutritious
Chinese,Onion Naan,90.0,447,17,30,18,22.0,Affordable_Nutritious
Chinese,Fruit Raita,125.0,536,23,48,10,45.6,Affordable_Nutritious
Chinese,Laccha Paratha,49.0,593,21,37,24,25.4,Affordable_Nutritious
Chinese,Aloo Paratha Tandoori,55.0,491,20,39,16,31.8,Affordable_Nutritious
Chinese,Plain Naan,55.0,489,21,68,20,35.6,Affordable_Nutritious
Chinese,Aloo Paratha Tawa,70.0,505,16,46,18,23.200000000000003,Affordable_Nutritious
Chinese,Butter Naan,65.0,596,22,44,21,31.8,Affordable_Nutritious
Chinese,Stuff Paratha,60.0,439,15,40,11,27.0,Affordable_Nutritious
Chinese,Paneer Paratha,75.0,695,19,59,18,31.8,Affordable_Nutritious
Chinese,Stuff Naan,90.0,571,27,33,13,47.6,Affordable_Nutritious
Chinese,Paneer Naan,100.0,652,28,45,16,49.0,Affordable_Nutritious
Chinese,Chinese Bhel,100.0,407,28,58,17,50.6,Affordable_Nutritious
Chinese,Schezwan Noodles,100.0,548,25,58,14,47.6,Affordable_Nutritious
Chinese,Hakka Noodles,115.0,461,15,50,23,17.0,Basic_Meal
Chinese,Chinese Fried Rice,120.0,473,27,43,23,39.6,Affordable_Nutritious
Chinese,Chow Mein,125.0,535,15,60,19,23.0,Affordable_Nutritious
Chinese,Garlic Noodles,120.0,609,21,64,10,44.8,Affordable_Nutritious
Chinese,Veg Spring Roll,130.0,483,23,36,10,43.2,Affordable_Nutritious
Chinese,Chilli Potato,140.0,630,28,45,24,41.0,Affordable_Nutritious
Chinese,Honey Chilli Potato,140.0,562,18,32,21,21.4,Affordable_Nutritious
Chinese,Manchurian Gravy,140.0,675,25,50,24,36.0,Affordable_Nutritious
Chinese,Schezwan Fried Rice,140.0,597,21,62,12,42.4,Affordable_Nutritious
Chinese,Chilly Mushroom Noodles,150.0,643,15,46,17,22.200000000000003,Expensive_Nutritious
Chinese,Manchurian Dry,150.0,683,28,34,20,42.8,Expensive_Nutritious
Chinese,Chilli Paneer Gravy,160.0,517,15,59,12,29.8,Expensive_Nutritious
Chinese,Crispy Corn,160.0,488,16,68,23,22.6,Expensive_Nutritious
Chinese,Chilli Paneer Dry,189.0,410,29,60,11,59.0,Expensive_Nutritious
Chinese,Mushroom Chilli,190.0,494,20,32,10,36.4,Expensive_Nutritious
Chinese,Finger Chips,90.0,647,16,36,21,18.2,Basic_Meal
Chinese,Pav Bhaji,90.0,463,27,66,23,44.2,Affordable_Nutritious
Chinese,Cheese Pav Bhaji,105.0,697,16,69,22,23.8,Affordable_Nutritious
Chinese,Puri Sabzi,100.0,691,23,60,19,39.0,Affordable_Nutritious
Chinese,Chole Bhature,120.0,425,28,54,22,44.8,Affordable_Nutritious
Chinese,Hara Bhara Kebab,160.0,369,26,56,17,46.2,Expensive_Nutritious
Chinese,Aaloo Corn Tikki,170.0,470,27,35,22,39.0,Expensive_Nutritious
Chinese,Veg Seek Kebab,180.0,597,27,45,12,51.0,Expensive_Nutritious
Chinese,Veg Cheese Corn Kebab,195.0,473,25,47,16,43.4,Expensive_Nutritious
Chinese,Banjara Paneer Tikka,235.0,387,29,60,14,56.0,Expensive_Nutritious
Chinese,Paneer Tikka,210.0,411,24,44,12,44.8,Expensive_Nutritious
Chinese,Chari Bharwan Dhingri,240.0,495,22,36,14,37.2,Expensive_Nutritious
Chinese,Paneer Hilltop,270.0,570,20,46,22,27.200000000000003,Expensive_Nutritious
Chinese,Fried Rice,105.0,369,28,47,17,48.4,Affordable_Nutritious
Chinese,Sada Rice,95.0,416,15,68,11,32.6,Affordable_Nutritious
Chinese,Jeera Rice,105.0,612,15,35,12,25.0,Affordable_Nutritious
Chinese,Mattar Pulao,105.0,490,22,67,13,44.4,Affordable_Nutritious
Chinese,Veg Pulao,115.0,544,24,42,12,44.4,Affordable_Nutritious
Chinese,Kaju Pulao,125.0,431,24,48,21,36.6,Affordable_Nutritious
Chinese,Paneer Pulao,120.0,365,24,54,22,36.8,Affordable_Nutritious
Chinese,Rajasthani Pulav,159.0,430,24,54,23,35.8,Expensive_Nutritious
Chinese,Veg Biryani,260.0,435,23,33,23,29.6,Expensive_Nutritious
Chinese,Hyderabadi Biryani,290.0,631,19,33,22,22.6,Expensive_Nutritious
Chinese,Kaju Biryani,390.0,665,24,63,14,46.6,Expensive_Nutritious
Chinese,Chaach,30.0,606,19,37,22,23.4,Affordable_Nutritious
Chinese,Green Chutney,20.0,416,27,62,17,49.4,Affordable_Nutritious
Chinese,Gulab Jamun [2 Pieces],70.0,584,22,61,18,38.2,Affordable_Nutritious
Chinese,Namkeen Lassi,45.0,487,20,45,16,33.0,Affordable_Nutritious
Chinese,Sweet Lassi,55.0,370,17,37,23,18.4,Basic_Meal
Chinese,Papad,20.0,677,24,33,17,37.6,Affordable_Nutritious
Chinese,Dahi,60.0,690,25,32,15,41.4,Affordable_Nutritious
Chinese,Green Salad,45.0,516,21,55,12,41.0,Affordable_Nutritious
Chinese,Boondi Raita,85.0,697,26,62,15,49.4,Affordable_Nutritious
Chinese,Dahi Fry,70.0,690,26,48,22,39.6,Affordable_Nutritious
Chinese,Veg Raita,85.0,436,21,38,16,33.6,Affordable_Nutritious
Chinese,Veg Sandwich,75.0,624,15,66,24,19.200000000000003,Basic_Meal
Chinese,Cheese Grill Sandwich,95.0,416,22,42,22,30.4,Affordable_Nutritious
Chinese,Spinach & Corn Sandwich,95.0,369,28,38,10,53.6,Affordable_Nutritious
Chinese,Bombay Sandwich,105.0,571,21,57,18,35.4,Affordable_Nutritious
Chinese,Coleslaw Sandwich,100.0,633,20,64,19,33.8,Affordable_Nutritious
Chinese,Veg Grill Sandwich,105.0,655,27,36,13,48.2,Affordable_Nutritious
Chinese,Corn Jalapenos & Cheese Sandwich,110.0,365,15,36,19,18.2,Basic_Meal
Chinese,Aaloo Paneer Cheese Salad Sandwich,150.0,544,15,61,21,21.200000000000003,Expensive_Nutritious
Chinese,Cheese Chiili Toast,129.0,552,25,54,14,46.8,Affordable_Nutritious
Chinese,Cheese Garlic Bread,120.0,360,28,54,21,45.8,Affordable_Nutritious
Chinese,Bruschetta Valencia,160.0,694,16,58,24,19.6,Low_Nutrition
Chinese,"10"" Margherita Pizza",189.0,699,21,38,23,26.6,Expensive_Nutritious
Chinese,"10"" Indian Tadka Pizza",210.0,505,15,52,15,25.4,Expensive_Nutritious
Chinese,"10"" Otc Pizza Pizza",219.0,528,23,67,14,45.4,Expensive_Nutritious
Chinese,"10"" Desi Dhamaka Pizza",235.0,684,18,31,23,19.2,Low_Nutrition
Chinese,Veg Burger,75.0,681,25,48,18,41.6,Affordable_Nutritious
Chinese,Veg Cheese Burger,105.0,686,16,54,21,21.8,Affordable_Nutritious
Chinese,Paneer Cheese Burger,110.0,400,28,60,18,50.0,Affordable_Nutritious
Chinese,Italian Pasta,139.0,538,15,45,19,20.0,Basic_Meal
Chinese,Arabiata Pasta,150.0,465,28,46,14,51.2,Expensive_Nutritious
Chinese,Macroni,150.0,678,27,60,18,48.0,Expensive_Nutritious
Chinese,Penne,150.0,632,28,47,21,44.4,Expensive_Nutritious
Chinese,Spaghetti,150.0,377,15,31,21,15.2,Low_Nutrition
Chinese,Alfredo Pasta,179.0,639,24,33,13,41.6,Expensive_Nutritious
Chinese,Mix Sauce Pasta,189.0,602,19,63,15,35.6,Expensive_Nutritious
Chinese,Dal Makhani With Roti,191.0,542,16,54,24,18.8,Low_Nutrition
Chinese,Dal Tadka With Roti Combo,187.0,466,19,44,24,22.8,Expensive_Nutritious
Chinese,Sev Tamatar With Roti,177.0,409,24,65,15,46.0,Expensive_Nutritious
Biryani,Tandoori Chicken,390.0,484,17,68,10,37.6,Expensive_Nutritious
Biryani,Tandoori Aloo (6 Pcs),390.0,680,29,50,18,50.0,Expensive_Nutritious
Biryani,Chicken Tikka (6 Pcs),432.0,464,21,48,10,41.6,Expensive_Nutritious
Biryani,Afghani Chicken,364.0,684,25,34,17,39.8,Expensive_Nutritious
Biryani,Butter Chicken,520.0,553,24,50,16,42.0,Expensive_Nutritious
Biryani,Lal Maans,500.0,624,17,35,11,30.0,Expensive_Nutritious
Biryani,Mutton Raw [1 Kg],940.0,472,16,42,14,26.4,Expensive_Nutritious
Biryani,Paneer Tikka (8 Pcs),416.0,678,26,48,23,38.6,Expensive_Nutritious
Biryani,Dal Makhani,250.0,525,18,35,20,23.0,Expensive_Nutritious
Biryani,Paneer Butter Masala,260.0,434,16,67,23,22.4,Expensive_Nutritious
Biryani,Mutton Seekh Roll (1 Pcs),260.0,350,25,60,13,49.0,Expensive_Nutritious
Biryani,Haldighati Chicken,520.0,413,22,44,11,41.8,Expensive_Nutritious
Biryani,Handi Meat,500.0,611,29,31,17,47.2,Expensive_Nutritious
Biryani,Chicken Tikka Roll (1 Pcs),250.0,464,25,60,18,44.0,Expensive_Nutritious
Biryani,Kalmi Kebab (4 Pcs),455.0,441,24,62,11,49.4,Expensive_Nutritious
Biryani,Chicken Biryani,442.0,457,19,55,12,37.0,Expensive_Nutritious
Biryani,Haryali Chicken Tikka (6 Pcs),432.0,416,23,66,18,41.2,Expensive_Nutritious
Biryani,Chicken Malai Tikka (6 Pcs),432.0,379,15,33,20,16.6,Low_Nutrition
Biryani,Lolypop Chicken (4 Pcs),420.0,553,29,39,24,41.8,Expensive_Nutritious
Biryani,Egg Curry,400.0,516,29,57,21,48.4,Expensive_Nutritious
Biryani,Chilly Chicken (6 Pcs),390.0,686,17,46,17,26.200000000000003,Expensive_Nutritious
Biryani,Mutton Seekh Kebab (4 Pcs),390.0,484,19,39,12,33.8,Expensive_Nutritious
Biryani,Soya Malai (Dry) (8 Pcs),364.0,476,27,36,18,43.2,Expensive_Nutritious
Biryani,Soya Masala (Gravy),312.0,665,17,31,12,28.2,Expensive_Nutritious
Biryani,Tangri Kabab (2 Pcs),286.0,697,17,38,16,25.6,Expensive_Nutritious
Biryani,Chicken Precut,280.0,485,15,56,21,20.200000000000003,Expensive_Nutritious
Biryani,Chicken Steamed Momos (6 Pcs),270.0,529,22,66,14,43.2,Expensive_Nutritious
Biryani,Chicken Afghani Momos (6 Pcs),270.0,567,29,55,14,55.0,Expensive_Nutritious
Biryani,Kadhai Paneer,260.0,422,19,68,16,35.6,Expensive_Nutritious
Biryani,Paneer Roll (1 Pcs),239.0,522,22,49,10,43.8,Expensive_Nutritious
Biryani,Fish Chilly (10 Pcs),542.0,372,28,52,12,54.4,Expensive_Nutritious
Biryani,Fish Finger Fry (6 Pcs),542.0,492,28,43,17,47.6,Expensive_Nutritious
Biryani,Fish Pakoda (10 Pcs),542.0,621,22,33,20,30.6,Expensive_Nutritious
Biryani,Fish Salt N Pepper (10 Pcs),542.0,563,21,43,17,33.6,Expensive_Nutritious
Biryani,Fish Tikka (6 Pcs),542.0,495,21,59,15,38.8,Expensive_Nutritious
Biryani,Veg Afghani Momos (6 Pcs),230.0,440,19,43,11,35.6,Expensive_Nutritious
Biryani,Veg Crunchy Momos (6 Pcs),240.0,446,22,49,20,33.8,Expensive_Nutritious
Biryani,Veg Fried Momos (6 Pcs),230.0,417,27,53,10,54.6,Expensive_Nutritious
Biryani,Veg Steamed Momos (6 Pcs),230.0,451,17,35,11,30.0,Expensive_Nutritious
Biryani,Chicken Afghani Momos (6 Pcs),270.0,389,25,44,19,39.8,Expensive_Nutritious
Biryani,Chicken Crunchy Momos (6 Pcs),280.0,442,15,36,18,19.2,Low_Nutrition
Biryani,Chicken Fried Momos (6 Pcs),270.0,626,27,41,14,48.2,Expensive_Nutritious
Biryani,Chicken Steamed Momos (6 Pcs),270.0,373,22,55,10,45.0,Expensive_Nutritious
Biryani,Aloo Masala Roll (1 Pcs),239.0,494,17,58,20,25.6,Expensive_Nutritious
Biryani,Chicken Frankie (1 Pcs),269.0,396,26,53,13,49.6,Expensive_Nutritious
Biryani,Chicken Seekh Roll (1 Pcs),250.0,436,17,50,18,26.0,Expensive_Nutritious
Biryani,Chicken Tikka Roll (1 Pcs),250.0,569,26,47,12,49.4,Expensive_Nutritious
Biryani,Egg Frankie (1 Pcs),159.0,480,15,59,18,23.8,Expensive_Nutritious
Biryani,Mutton Seekh Frankie (1 Pcs),319.0,626,25,53,10,50.6,Expensive_Nutritious
Biryani,Mutton Seekh Roll (1 Pcs),260.0,546,17,52,13,31.4,Expensive_Nutritious
Biryani,Paneer Frankie (1 Pcs),239.0,389,23,30,21,31.0,Expensive_Nutritious
Biryani,Paneer Roll (1 Pcs),239.0,391,17,33,24,16.6,Low_Nutrition
Biryani,Soya Chaap Roll (1 Pcs),239.0,477,24,33,22,32.6,Expensive_Nutritious
Biryani,Veg Frankie (1 Pcs),159.0,555,16,67,14,31.4,Expensive_Nutritious
Biryani,Butter Naan,80.0,519,21,37,15,34.4,Affordable_Nutritious
Biryani,Butter Tandoori Roti,30.0,501,20,48,11,38.6,Affordable_Nutritious
Biryani,Garlic Naan,95.0,407,23,50,11,45.0,Affordable_Nutritious
Biryani,Junglee Roti,40.0,531,19,47,22,25.4,Affordable_Nutritious
Biryani,Laccha Parantha,50.0,424,18,48,23,22.6,Affordable_Nutritious
Biryani,Plain Naan,70.0,594,24,60,21,39.0,Affordable_Nutritious
Biryani,Roomali Roti,25.0,509,19,35,13,32.0,Affordable_Nutritious
Biryani,Tandoori Roti,20.0,420,15,37,18,19.4,Basic_Meal
Biryani,Boti Masala,600.0,659,26,31,21,37.2,Expensive_Nutritious
Biryani,Handi Meat,500.0,466,23,59,19,38.8,Expensive_Nutritious
Biryani,Kalimirch Mutton,500.0,587,29,46,23,44.2,Expensive_Nutritious
Biryani,Lal Maans,500.0,373,22,66,14,43.2,Expensive_Nutritious
Biryani,Mutton Roganjosh,500.0,497,20,39,20,27.8,Expensive_Nutritious
Biryani,Afghani Chicken,364.0,613,15,68,18,25.6,Expensive_Nutritious
Biryani,Chicken Malai Tikka (6 Pcs),432.0,635,26,66,19,46.2,Expensive_Nutritious
Biryani,Chicken Seekh Kebab (4 Pcs),325.0,512,16,53,13,29.6,Expensive_Nutritious
Biryani,Chicken Tikka (6 Pcs),432.0,570,18,42,24,20.4,Expensive_Nutritious
Biryani,Chilly Chicken (6 Pcs),390.0,658,16,38,22,17.6,Low_Nutrition
Biryani,Haryali Chicken Tikka (6 Pcs),432.0,675,27,45,18,45.0,Expensive_Nutritious
Biryani,Kalmi Kebab (4 Pcs),455.0,384,16,38,14,25.6,Expensive_Nutritious
Biryani,Lahori Chicken Tikka (6 Pcs),432.0,482,24,42,11,45.4,Expensive_Nutritious
Biryani,Lahsuni Chicken Tikka (6 Pcs),432.0,628,21,50,10,42.0,Expensive_Nutritious
Biryani,Lolypop Chicken (4 Pcs),420.0,661,18,31,10,32.2,Expensive_Nutritious
Biryani,Mix Chicken Tikka (6 Pcs),432.0,673,25,58,17,44.6,Expensive_Nutritious
Biryani,Mutton Boti Kebab (6 Pcs),455.0,542,25,69,11,52.8,Expensive_Nutritious
Biryani,Mutton Seekh Kebab (4 Pcs),390.0,678,20,37,22,25.4,Expensive_Nutritious
Biryani,Reshmi Kebab (6 Pcs),585.0,499,15,65,19,24.0,Expensive_Nutritious
Biryani,Tandoori Chicken,390.0,581,17,45,24,19.0,Low_Nutrition
Biryani,Tangri Kabab (2 Pcs),286.0,687,24,61,13,47.2,Expensive_Nutritious
Biryani,Aloo Masala Curry,312.0,400,16,58,15,28.6,Expensive_Nutritious
Biryani,Dal Makhani,250.0,664,22,39,16,35.8,Expensive_Nutritious
Biryani,Kadhai Paneer,260.0,699,24,49,18,39.8,Expensive_Nutritious
Biryani,Matar Paneer,312.0,689,23,39,17,36.8,Expensive_Nutritious
Biryani,Mughlai Paneer,312.0,393,20,67,23,30.4,Expensive_Nutritious
Biryani,Mushroom Matar,312.0,436,16,65,13,32.0,Expensive_Nutritious
Biryani,Paneer Butter Masala,260.0,555,26,64,20,44.8,Expensive_Nutritious
Biryani,Soya Masala (Gravy),312.0,560,29,53,21,47.6,Expensive_Nutritious
Biryani,Chicken Biryani,442.0,514,29,46,22,45.2,Expensive_Nutritious
Biryani,Chicken Boneless Biryani,494.0,604,25,31,16,40.2,Expensive_Nutritious
Biryani,Chicken Tikka Biryani,494.0,350,18,69,16,33.8,Expensive_Nutritious
Biryani,Egg Biryani,364.0,664,29,65,23,48.0,Expensive_Nutritious
Biryani,Jeera Rice,196.0,646,28,60,13,55.0,Expensive_Nutritious
Biryani,Mutton Biryani,494.0,568,17,55,22,23.0,Expensive_Nutritious
Biryani,Paneer Tikka Biryani,364.0,444,19,50,10,38.0,Expensive_Nutritious
Biryani,Plain Rice,156.0,408,28,61,24,44.2,Expensive_Nutritious
Biryani,Veg Biryani,364.0,363,25,56,22,39.2,Expensive_Nutritious
Biryani,Chicken Manchurian Gravy,449.0,489,28,68,17,52.6,Expensive_Nutritious
Biryani,Chilli Chicken Gravy,449.0,659,18,56,22,25.200000000000003,Expensive_Nutritious
Biryani,Chilli Paneer Gravy,389.0,601,27,55,21,44.0,Expensive_Nutritious
Biryani,Fish Chilli Gravy,489.0,366,19,50,20,28.0,Expensive_Nutritious
Biryani,Fish Hot Garlic Gravy,489.0,576,27,41,20,42.2,Expensive_Nutritious
Biryani,Lemon Chicken Gravy,449.0,404,21,46,20,31.200000000000003,Expensive_Nutritious
Biryani,Prawn Chilli Gravy,649.0,463,22,65,22,35.0,Expensive_Nutritious
Biryani,Prawns Hot Garlic Gravy,649.0,468,21,55,12,41.0,Expensive_Nutritious
Biryani,Veg Manchurian Gravy,325.0,564,26,36,16,43.2,Expensive_Nutritious
Biryani,Chicken Chilli Garlic Fried Rice,365.0,618,16,35,12,27.0,Expensive_Nutritious
Biryani,Chicken Fried Rice,365.0,580,28,32,20,42.4,Expensive_Nutritious
Biryani,Chicken Schezwan Fried Rice,365.0,560,16,48,22,19.6,Low_Nutrition
Biryani,Egg Fried Rice,339.0,621,20,53,16,34.6,Expensive_Nutritious
Biryani,Egg Schezwan Fried Rice,365.0,392,25,63,22,40.6,Expensive_Nutritious
Biryani,Prawn Fried Rice,455.0,533,24,61,14,46.2,Expensive_Nutritious
Biryani,Veg Chilli Garlic Fried Rice,365.0,397,18,37,10,33.4,Expensive_Nutritious
Biryani,Veg Fried Rice,339.0,369,26,69,13,52.8,Expensive_Nutritious
Biryani,Veg Schezwan Fried Rice,365.0,357,22,36,21,30.2,Expensive_Nutritious
Biryani,Chicken American Chopsuey,389.0,653,18,68,15,34.6,Expensive_Nutritious
Biryani,Chicken Hakka Noodles,325.0,640,20,41,24,24.200000000000003,Expensive_Nutritious
Biryani,Egg Hakka Noodles,299.0,384,27,37,24,37.4,Expensive_Nutritious
